date,sessionId,debut_parc,fin_parc,temps_parcours_secondes,parcours
16-01-2023,498326904290384411673871602,16/01/2023 13:24:48,16/01/2023 13:24:48,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
07-12-2022,83168496895422047261670418964,07/12/2022 14:17:33,07/12/2022 14:22:17,284,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
15-01-2023,19385878263546430511673781357,15/01/2023 12:15:57,15/01/2023 12:17:28,90,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite"
07-01-2023,71153500990719557521673098024,07/01/2023 14:27:06,07/01/2023 14:27:06,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
16-01-2023,23567124703974218591673890083,16/01/2023 18:28:03,16/01/2023 18:28:03,0,"/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_1_projet"
31-12-2022,89173054405843575301672500889,31/12/2022 16:41:41,31/12/2022 16:41:54,13,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_connexion"
17-01-2023,35767995325726530821673967129,17/01/2023 15:52:44,17/01/2023 15:54:29,105,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
28-01-2023,49049811891932016141674934322,28/01/2023 20:33:49,28/01/2023 20:40:42,414,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
09-01-2023,81985413106845698821673273800,09/01/2023 15:17:44,09/01/2023 15:18:35,51,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_1_projet"
05-01-2023,58889895241785362001672943244,05/01/2023 19:27:24,05/01/2023 19:27:24,0,"/souscription/souscription_tel4/confirmation,/apps/tunnel_de_souscription_v4_etape_1_projet"
20-10-2022,70371520289388008341666256412,20/10/2022 11:06:38,20/10/2022 11:07:04,27,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_connexion,/apps/tunnel_de_souscription_v4_etape_1_projet"
05-11-2022,70040406185217599451667604515,05/11/2022 00:28:35,05/11/2022 00:28:35,0,"/souscription/souscription_tel4_contrat/paiement,/apps/tunnel_de_souscription_v4_etape_1_projet"
15-01-2023,42686670224870835011673812461,15/01/2023 20:55:40,15/01/2023 20:56:35,56,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre"
13-01-2023,34792560578664394651673612073,13/01/2023 13:15:02,13/01/2023 13:15:02,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
07-01-2023,62439040565070212861673050269,07/01/2023 01:11:15,07/01/2023 01:14:22,187,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
09-01-2023,81052166878645369691673256792,09/01/2023 10:33:16,09/01/2023 10:36:22,186,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index"
28-10-2022,82298524426051247461666974983,28/10/2022 18:36:56,28/10/2022 18:36:57,0,"/souscription/souscription_tel4/projet,/apps/tunnel_de_souscription_v4_etape_1_projet"
23-01-2023,82314987293470131311674500619,23/01/2023 20:16:41,23/01/2023 20:21:47,306,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_1_projet"
07-01-2023,54395645930193242221673118407,07/01/2023 20:06:47,07/01/2023 20:11:08,260,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement"
23-11-2022,62942827172152362391669243022,23/11/2022 23:39:50,23/11/2022 23:43:41,231,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_connexion,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
16-01-2023,40788556801893671601673888634,16/01/2023 18:04:03,16/01/2023 18:12:59,536,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
05-01-2023,40610260812287455711672945192,05/01/2023 20:00:08,05/01/2023 20:00:08,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
11-01-2023,11973590375160070981673447099,11/01/2023 15:25:54,11/01/2023 15:33:14,441,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
14-01-2023,7619177768258643441673711768,14/01/2023 17:08:46,14/01/2023 17:17:41,536,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
04-01-2023,18391146142518298161672854496,04/01/2023 18:48:21,04/01/2023 18:48:35,15,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_3_options"
31-01-2023,51094415310542016271675203117,31/01/2023 23:16:04,31/01/2023 23:16:35,31,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_connexion,/apps/tunnel_de_souscription_v4_etape_1_projet"
28-01-2023,88163086060151032821674946684,28/01/2023 23:58:04,28/01/2023 23:58:04,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
20-12-2022,10982142873301406581671546834,20/12/2022 15:52:36,20/12/2022 15:52:36,0,"/souscription/souscription_tel4_demande,/apps/tunnel_de_souscription_v4_etape_1_projet"
11-12-2022,32678202681949975541670751534,11/12/2022 10:44:29,11/12/2022 10:53:37,548,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
05-01-2023,1491670720162562351672924395,05/01/2023 14:13:48,05/01/2023 14:28:25,877,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
06-01-2023,73168694749738457131673021290,06/01/2023 17:08:21,06/01/2023 17:08:21,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
01-12-2022,48466099035759399061669912379,01/12/2022 17:32:59,01/12/2022 17:38:16,317,"/souscription/souscription_tel4_contrat/projet,/apps/tunnel_de_souscription_v4_etape_1_projet,/souscription/souscription_tel4_contrat/projet,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_connexion,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_1_projet,/souscription/souscription_tel4_contrat/projet,/apps/tunnel_de_souscription_v4_etape_1_projet"
24-01-2023,13159656073603345411674516061,24/01/2023 00:24:56,24/01/2023 00:25:28,32,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
14-01-2023,43719566007893161021673716941,14/01/2023 18:22:38,14/01/2023 18:24:42,123,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/souscription/souscription_tel4/coordonnees,/apps/tunnel_de_souscription_v4_etape_1_projet"
11-11-2022,55374442820554095571668169620,11/11/2022 13:28:46,11/11/2022 13:30:52,126,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
01-02-2023,68074543175094436721675273858,01/02/2023 18:57:24,01/02/2023 19:06:07,522,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_connexion,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_connexion,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
03-11-2022,12541099264506892421667434595,03/11/2022 01:16:35,03/11/2022 01:40:01,1406,"/souscription/souscription_tel4_demande,/apps/tunnel_de_souscription_v4_etape_1_projet,/souscription/souscription_tel4_demande/projet,/apps/tunnel_de_souscription_v4_etape_1_projet,/souscription/souscription_tel4_demande/projet,/apps/tunnel_de_souscription_v4_etape_1_projet"
07-01-2023,68606992847673650961673125936,07/01/2023 22:12:16,07/01/2023 22:12:16,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
16-01-2023,35963038079923796541673869574,16/01/2023 12:47:44,16/01/2023 12:47:45,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
13-01-2023,52740169125468262031673627864,13/01/2023 17:37:47,13/01/2023 17:37:47,0,"/souscription/souscription_tel4/projet,/apps/tunnel_de_souscription_v4_etape_1_projet"
03-01-2023,25823651258006686551672785391,03/01/2023 23:36:35,03/01/2023 23:40:18,224,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement"
01-12-2022,83701602495496772761669850632,01/12/2022 00:23:52,01/12/2022 00:23:52,0,"/souscription/souscription_tel4_contrat/confirmation,/apps/tunnel_de_souscription_v4_etape_1_projet"
05-01-2023,81363029610729970421672938162,05/01/2023 18:02:44,05/01/2023 18:07:13,270,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement"
25-11-2022,70824664894202747891669390363,25/11/2022 16:53:33,25/11/2022 16:57:36,243,"/souscription/souscription_tel4_demande,/apps/tunnel_de_souscription_v4_etape_1_projet,/souscription/souscription_tel4_demande,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite"
03-01-2023,5453176282853085901672763457,03/01/2023 17:42:00,03/01/2023 17:42:00,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
27-01-2023,23431217120969544191674828580,27/01/2023 15:19:49,27/01/2023 15:19:49,0,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet"
07-11-2022,74552943038238053111667845083,07/11/2022 19:18:03,07/11/2022 19:25:11,427,"/okta/authentification/connexion,/apps/tunnel_de_souscription_v4_etape_1_projet,/souscription/souscription_tel4_demande/options,/apps/tunnel_de_souscription_v4_etape_1_projet"
27-01-2023,33852833674319959371674828406,27/01/2023 15:06:46,27/01/2023 15:11:34,287,"/souscription/souscription_tel4_contrat/connexion,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_connexion,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement"
14-01-2023,5534816137916683191673734237,14/01/2023 23:16:04,14/01/2023 23:16:04,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
04-01-2023,21000021720352596951672863022,04/01/2023 21:10:31,04/01/2023 21:15:01,270,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement"
21-01-2023,36209639811978245471674326177,21/01/2023 19:36:17,21/01/2023 19:36:17,0,"/souscription/souscription_tel4_contrat/confirmation,/apps/tunnel_de_souscription_v4_etape_1_projet"
06-01-2023,82507523891286576661673010089,06/01/2023 14:05:11,06/01/2023 14:05:12,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
17-01-2023,18535391502470809731673922454,17/01/2023 03:34:09,17/01/2023 03:34:09,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
04-01-2023,48505268536232889861672846532,04/01/2023 16:35:41,04/01/2023 16:35:41,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
09-01-2023,49951095574796169331673247148,09/01/2023 07:52:31,09/01/2023 07:52:31,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
08-01-2023,6599778791060304941673202589,08/01/2023 19:29:59,08/01/2023 19:31:11,72,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_connexion,/apps/tunnel_de_souscription_v4_etape_1_projet"
04-01-2023,4481823730411403941672835958,04/01/2023 13:40:43,04/01/2023 13:52:28,704,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
26-10-2022,42874961977604174251666776721,26/10/2022 11:34:43,26/10/2022 11:41:39,416,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement"
05-01-2023,8920036475020892521672936484,05/01/2023 17:34:52,05/01/2023 17:49:05,853,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
11-01-2023,25817515510651151901673421685,11/01/2023 08:21:32,11/01/2023 08:21:32,0,"/souscription/souscription_tel4/projet,/apps/tunnel_de_souscription_v4_etape_1_projet"
03-01-2023,66168161467573069951672769406,03/01/2023 19:10:08,03/01/2023 19:10:08,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
14-01-2023,88612412224260361761673714074,14/01/2023 17:39:12,14/01/2023 17:40:35,82,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre"
31-01-2023,32003380426919440371675182015,31/01/2023 17:23:37,31/01/2023 17:27:26,229,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_connexion,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
04-01-2023,22267931628460658181672828058,04/01/2023 11:37:46,04/01/2023 11:40:28,161,"/souscription/souscription_tel4/projet,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_connexion,/apps/tunnel_de_souscription_v4_etape_1_projet"
20-10-2022,41048414177310070321666263938,20/10/2022 13:10:06,20/10/2022 13:10:06,0,"/souscription/souscription_tel4_demande,/apps/tunnel_de_souscription_v4_etape_1_projet"
04-02-2023,49323747139447700031675497608,04/02/2023 09:06:46,04/02/2023 09:10:21,215,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
16-01-2023,59843671070242672441673881750,16/01/2023 16:09:10,16/01/2023 16:10:10,60,"/souscription/souscription_tel4_partner/projet,/apps/tunnel_de_souscription_v4_etape_1_projet,/souscription/souscription_tel4_partner/projet,/apps/tunnel_de_souscription_v4_etape_1_projet,/souscription/souscription_tel4_partner/projet,/apps/tunnel_de_souscription_v4_etape_1_projet"
09-01-2023,49964405163051063661673278911,09/01/2023 16:41:53,09/01/2023 16:43:11,77,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_connexion,/apps/tunnel_de_souscription_v4_etape_1_projet"
06-01-2023,10801500929722811951672990059,06/01/2023 08:29:22,06/01/2023 08:31:57,156,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
03-01-2023,50272922800040195701672742258,03/01/2023 11:37:40,03/01/2023 11:43:23,343,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
11-01-2023,80597084126921726211673432960,11/01/2023 11:39:59,11/01/2023 11:39:59,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
09-01-2023,13418224443601596911673253323,09/01/2023 09:35:31,09/01/2023 09:44:12,522,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
05-01-2023,61046069584188269971672934057,05/01/2023 17:04:27,05/01/2023 17:04:27,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
04-01-2023,8951761165020407151672828738,04/01/2023 11:39:59,04/01/2023 11:39:59,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
12-01-2023,26656598188414368131673509729,12/01/2023 08:48:52,12/01/2023 08:53:14,262,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_2_offre"
10-01-2023,44432020680555855431673338150,10/01/2023 09:09:10,10/01/2023 09:10:42,92,"/souscription/souscription_tel4_partner,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite"
16-01-2023,23180776804967463911673863063,16/01/2023 10:58:22,16/01/2023 10:58:22,0,"/souscription/souscription_tel4/projet,/apps/tunnel_de_souscription_v4_etape_1_projet"
02-02-2023,46293133303896848321675340154,02/02/2023 13:15:54,02/02/2023 13:19:46,231,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index,/apps/tunnel_de_souscription_v4_etape_6_paiement,/apps/tunnel_de_souscription_v4_etape_7_mandat,/apps/tunnel_de_souscription_v4_etape_8_confirmation"
08-01-2023,1083680308886700861673184826,08/01/2023 14:37:48,08/01/2023 14:37:48,0,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet"
20-12-2022,29833163130442739751671547703,20/12/2022 15:50:00,20/12/2022 15:54:41,281,"/souscription/souscription_tel4_demande,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index"
09-01-2023,75128712180602014721673268736,09/01/2023 13:53:08,09/01/2023 13:53:08,0,"/souscription/souscription_tel4_contrat,/apps/tunnel_de_souscription_v4_etape_1_projet"
09-01-2023,47199827872456301181673257638,09/01/2023 10:47:21,09/01/2023 10:49:16,115,"/souscription/souscription_tel4,/apps/tunnel_de_souscription_v4_etape_1_projet,/apps/tunnel_de_souscription_v4_etape_2_offre,/apps/tunnel_de_souscription_v4_etape_3_options,/apps/tunnel_de_souscription_v4_etape_4_identite,/apps/tunnel_de_souscription_v4_etape_5_index"
